456.51	3.97	0.93	63832.51	5.45	3.04	173290.86	5.31	3.51	199872.09	5.51	3.76	209724.86	5.27	3.81	216186.29
458.1	3.91	0.95	65187.7	5.43	3.03	172090.68	5.32	3.48	197387.86	5.53	3.74	207609.98	5.29	3.8	214737.54
459.69	3.86	0.97	66909.66	5.42	3.02	171061.11	5.33	3.45	195035.25	5.55	3.72	205577.98	5.31	3.8	213302.28
461.27	3.81	1	68964.06	5.42	3.01	170158.96	5.34	3.42	192812.62	5.58	3.7	203622.79	5.33	3.79	211874.33
462.86	3.77	1.03	71218.07	5.42	3.01	169343.71	5.35	3.4	190717.19	5.6	3.69	201736.78	5.36	3.78	210447.6
464.45	3.73	1.06	73399.5	5.42	3	168576.65	5.36	3.37	188744.71	5.62	3.67	199908.42	5.38	3.78	209016.4
466.04	3.7	1.08	75137.62	5.43	3	167822.13	5.36	3.35	186890.88	5.64	3.65	198126.55	5.4	3.77	207576.12
467.63	3.68	1.1	76153.4	5.44	3	167045.55	5.37	3.33	185151.16	5.67	3.64	196376.33	5.43	3.76	206121.64
469.22	3.65	1.1	76485.23	5.46	3	166215.5	5.38	3.31	183519.28	5.69	3.63	194643.24	5.46	3.76	204648.53
470.81	3.61	1.1	76491.86	5.48	3	165302.2	5.38	3.3	181989.74	5.72	3.61	192911.2	5.49	3.75	203153.1
472.4	3.56	1.1	76618.66	5.51	3	164277.66	5.39	3.28	180556.33	5.75	3.6	191164.66	5.52	3.74	201630.95
473.99	3.49	1.1	77192.39	5.54	2.99	163116.01	5.4	3.27	179212.58	5.78	3.58	189387.92	5.55	3.73	200079.2
475.58	3.42	1.11	78384.53	5.57	2.99	161794.82	5.41	3.26	177952	5.81	3.57	187567.25	5.58	3.72	198494.16
477.16	3.34	1.13	80266.88	5.61	2.98	160293.05	5.41	3.25	176767.75	5.84	3.55	185689.95	5.61	3.71	196873.05
478.75	3.25	1.16	82875.1	5.65	2.96	158593.4	5.42	3.24	175652.54	5.87	3.53	183746.39	5.64	3.7	195213.64
480.34	3.15	1.19	86247.45	5.69	2.95	156682.03	5.43	3.24	174599.58	5.9	3.51	181730.07	5.68	3.69	193513.08
481.93	3.05	1.24	90446.54	5.73	2.92	154548.57	5.44	3.23	173601.24	5.94	3.49	179637.32	5.71	3.68	191769.71
483.52	2.94	1.29	95570.23	5.78	2.9	152187.11	5.46	3.23	172650.21	5.97	3.46	177469.38	5.75	3.66	189981.34
485.11	2.83	1.36	101760.76	5.82	2.87	149596.12	5.47	3.22	171738.86	6	3.44	175230.72	5.78	3.65	188146.97
486.7	2.7	1.44	109214.68	5.87	2.83	146779.3	5.49	3.22	170859.23	6.03	3.41	172930.46	5.82	3.63	186264.88
488.29	2.56	1.53	118196.85	5.91	2.79	143744.81	5.5	3.22	170003.05	6.06	3.38	170580.04	5.86	3.62	184333.76
489.88	2.42	1.64	129052.3	5.95	2.74	140506.59	5.52	3.22	169161.68	6.09	3.35	168195.12	5.89	3.6	182352.85
491.47	2.25	1.78	142227.36	5.99	2.69	137083.43	5.54	3.22	168326.95	6.12	3.32	165792.57	5.93	3.58	180321.26
493.06	2.07	1.95	158276.91	6.02	2.63	133499.11	5.56	3.22	167489.45	6.14	3.28	163391.25	5.97	3.55	178238.31
494.65	1.87	2.15	177862.36	6.06	2.57	129781.03	5.59	3.22	166640.23	6.16	3.25	161009.61	6.01	3.53	176103.36
496.24	1.65	2.41	201707.71	6.08	2.5	125961.44	5.61	3.22	165769.37	6.18	3.21	158666.28	6.05	3.51	173916.27
497.83	1.41	2.73	230506.13	6.1	2.43	122074.35	5.64	3.22	164867.2	6.2	3.18	156378.05	6.08	3.48	171677
499.43	1.14	3.16	264765.41	6.12	2.36	118156.42	5.67	3.22	163923.49	6.22	3.15	154159.75	6.12	3.45	169385.58
501.02	0.86	3.71	304640.66	6.13	2.29	114245.05	5.7	3.22	162928.05	6.23	3.11	152018.72	6.16	3.42	167042.21
502.61	0.59	4.46	349743.31	6.13	2.22	110377.84	5.74	3.21	161869.78	6.24	3.08	149958.14	6.2	3.39	164647.8
504.2	0.39	5.5	398770.16	6.12	2.15	106591.19	5.77	3.21	160738.54	6.25	3.05	147986.67	6.23	3.36	162203.54
505.79	0.42	6.92	448413.54	6.11	2.08	102919.7	5.81	3.2	159523.11	6.26	3.02	146108.72	6.27	3.32	159710.93
507.38	1	8.8	490687.03	6.1	2.01	99395.33	5.85	3.2	158212.79	6.27	3	144326.05	6.3	3.29	157172.32
508.97	2.73	nan	508539.49	6.07	1.94	96047.31	5.89	3.19	156797.33	6.28	2.97	142637.97	6.34	3.25	154590.31
510.56	6	nan	476906.4	6.04	1.88	92900.55	5.94	3.18	155266.61	6.29	2.95	141039.88	6.37	3.21	151968.73
512.15	9.78	nan	388017.57	6.01	1.82	89976.98	5.99	3.16	153611.18	6.3	2.93	139526.54	6.4	3.17	149311.66
513.74	nan	8.26	277003.19	5.97	1.76	87294.33	6.03	3.14	151822.12	6.31	2.91	138089.31	6.43	3.12	146624.29
515.33	nan	5.44	184269.75	5.93	1.71	84866.71	6.08	3.12	149892.18	6.32	2.89	136719.22	6.46	3.08	143913.01
516.93	nan	3.44	120345.04	5.88	1.67	82704.93	6.13	3.1	147814.9	6.33	2.87	135404.98	6.48	3.03	141184.39
518.52	nan	2.18	79046.3	5.83	1.63	80816.68	6.18	3.07	145585.54	6.34	2.85	134134.88	6.51	2.99	138446.09
520.11	nan	1.39	52538.71	5.78	1.59	79206.73	6.23	3.04	143201.65	6.35	2.84	132896.72	6.53	2.94	135706.89
521.7	9.56	0.91	35279.07	5.73	1.56	77878.28	6.28	3.01	140662.46	6.37	2.82	131677.16	6.55	2.89	132975.95
523.29	8.99	0.6	23825.1	5.67	1.54	76832.12	6.33	2.97	137970.3	6.38	2.81	130463.02	6.56	2.84	130262.26
524.88	8.52	0.39	16089.97	5.61	1.52	76068.37	6.38	2.92	135129.35	6.4	2.79	129241.47	6.58	2.79	127576.59
526.47	8.12	0.26	10795.9	5.56	1.51	75583.49	6.42	2.87	132147.53	6.42	2.78	127999.35	6.59	2.74	124928.62
528.07	7.79	0.17	7142.66	5.5	1.5	75375.43	6.46	2.82	129034.95	6.44	2.76	126724.03	6.6	2.69	122328.25
529.66	7.5	0.11	4616.97	5.44	1.5	75443.78	6.5	2.76	125804.57	6.46	2.74	125403.61	6.6	2.64	119785.19
531.25	7.26	0.07	2879.21	5.38	1.5	75788.98	6.54	2.7	122472.71	6.49	2.73	124027.51	6.61	2.6	117309.2
532.84	7.05	0.04	1700.85	5.32	1.51	76412.76	6.57	2.64	119057.7	6.51	2.71	122585.35	6.61	2.55	114909.1
534.43	6.87	0.02	925.49	5.27	1.52	77318.02	6.6	2.57	115580.25	6.54	2.69	121068.52	6.61	2.5	112592.4
536.03	6.71	0.01	444.26	5.21	1.54	78510.72	6.62	2.5	112063.19	6.57	2.66	119469.25	6.61	2.46	110366.81
537.62	6.57	0	179.28	5.15	1.57	79998.11	6.64	2.43	108530.5	6.6	2.64	117782.23	6.6	2.42	108238.56
539.21	6.44	0	74.58	5.09	1.6	81791.76	6.65	2.36	105006.96	6.63	2.61	116002.56	6.6	2.38	106212.53
540.8	6.33	0	65.06	5.04	1.64	83906.7	6.66	2.29	101517.21	6.65	2.58	114128.38	6.59	2.34	104293.28
542.39	6.23	0	61.4	4.98	1.69	86362.05	6.66	2.21	98086.85	6.68	2.55	112159.06	6.58	2.3	102483.73
543.99	6.14	0	57.98	4.93	1.74	89182.55	6.65	2.14	94739.15	6.71	2.51	110096.14	6.57	2.27	100785.02
545.58	6.06	0	54.82	4.88	1.8	92399.34	6.64	2.07	91497.13	6.74	2.47	107942.99	6.57	2.24	99197.56
547.17	5.99	0	51.67	4.82	1.87	96050.54	6.63	2	88381.71	6.76	2.43	105705.24	6.56	2.21	97719.25
548.76	5.92	0	48.78	4.77	1.95	100182.71	6.61	1.94	85411.44	6.79	2.39	103390.01	6.55	2.18	96346.37
550.36	5.86	0	45.89	4.73	2.04	104851.99	6.58	1.87	82603.57	6.81	2.34	101006.43	6.54	2.16	95072.77
551.95	5.8	0	43.49	4.68	2.14	110124.26	6.55	1.81	79972.17	6.83	2.29	98565.08	6.53	2.13	93888.67
553.54	5.75	0	40.86	4.64	2.26	116051.14	6.52	1.76	77529.14	6.85	2.24	96078.09	6.52	2.11	92781.57
555.13	5.7	0	38.71	4.61	2.4	122704.77	6.48	1.71	75284.57	6.86	2.19	93558.93	6.52	2.1	91735.09
556.73	5.65	0	36.34	4.58	2.56	130196.42	6.44	1.66	73246.11	6.87	2.14	91021.73	6.52	2.08	90728.97
558.32	5.6	0	34.44	4.56	2.74	138638.74	6.39	1.62	71419.1	6.88	2.09	88481.16	6.52	2.06	89738.65
559.91	5.56	0	32.32	4.56	2.95	148131.62	6.34	1.58	69808.28	6.89	2.03	85952.12	6.52	2.04	88736.68
561.5	5.52	0	30.66	4.58	3.2	158730.83	6.3	1.55	68415.85	6.89	1.98	83450.41	6.53	2.03	87693.41
563.1	5.48	0	28.79	4.64	3.49	170389.08	6.25	1.52	67244.45	6.88	1.92	80990.77	6.54	2.01	86579.5
564.69	5.45	0	27.15	4.76	3.83	182847.34	6.19	1.49	66294.58	6.88	1.87	78587.69	6.55	1.98	85368.13
566.28	5.41	0	25.74	4.96	4.22	195451	6.14	1.47	65567.53	6.87	1.82	76255.6	6.56	1.96	84038.43
567.88	5.38	0	24.12	5.3	4.64	206868.48	6.09	1.46	65064.3	6.85	1.77	74007.64	6.57	1.93	82578.55
569.47	5.35	0	22.73	5.82	5.06	214746.18	6.03	1.45	64786.13	6.84	1.72	71856.13	6.58	1.9	80987.4
571.06	5.32	0	21.57	6.59	5.38	215537.15	5.98	1.45	64735.43	6.82	1.67	69812.5	6.59	1.87	79275.22
572.65	5.29	0	20.19	7.58	5.44	205172.72	5.93	1.45	64915.47	6.79	1.62	67887.36	6.6	1.83	77462.89
574.25	5.26	0	19.04	8.65	5.06	181395.09	5.87	1.46	65331.5	6.77	1.58	66089.53	6.61	1.79	75578.75
575.84	5.24	0	17.89	9.5	4.25	146821.07	5.82	1.47	65990.28	6.74	1.54	64427.55	6.61	1.75	73655.93
577.43	5.21	0	16.97	9.92	3.19	108805.23	5.76	1.49	66901.35	6.71	1.51	62908.37	6.61	1.71	71727.84
579.03	5.19	0	15.84	9.91	2.18	74797.83	5.71	1.51	68077.62	6.68	1.47	61536.89	6.6	1.67	69825.98
580.62	5.17	0	14.93	9.61	1.39	48450.6	5.66	1.54	69534.63	6.65	1.45	60315.11	6.59	1.63	67976.54
582.21	5.14	0	14.03	9.21	0.84	29841.18	5.61	1.58	71293.16	6.62	1.42	59246.36	6.58	1.59	66200.24
583.8	5.12	0	13.13	8.79	0.48	17444.25	5.56	1.62	73378.54	6.59	1.4	58333.25	6.57	1.55	64512.2
585.4	5.1	0	12.45	8.41	0.26	9532.35	5.51	1.68	75821.13	6.55	1.38	57576.01	6.55	1.51	62917.7
586.99	5.08	0	11.56	8.07	0.12	4697.37	5.46	1.74	78658.52	6.52	1.37	56972.32	6.54	1.48	61418.14
588.58	5.06	0	10.89	7.79	0.05	1925.78	5.42	1.81	81934.19	6.49	1.36	56517.05	6.52	1.44	60015.49
590.18	5.04	0	10.22	7.55	0.01	522.73	5.38	1.89	85698.14	6.46	1.35	56200.76	6.5	1.41	58708.8
591.77	5.03	0	9.56	7.35	0	23.15	5.35	1.99	89977.98	6.44	1.35	56008.89	6.48	1.39	57495.56
593.36	5.01	0	8.89	7.19	0	0	5.32	2.1	94821.66	6.41	1.34	55919.27	6.46	1.36	56371.63
594.96	4.99	0	8.45	7.05	0	0	5.3	2.23	100293.79	6.39	1.35	55902.6	6.43	1.34	55332.32
596.55	4.98	0	7.79	6.94	0	0	5.3	2.38	106441.7	6.38	1.35	55919.49	6.41	1.31	54372.26
598.14	4.96	0	7.35	6.84	0	0	5.32	2.55	113270.96	6.37	1.35	55921.39	6.39	1.29	53486.45
599.74	4.94	0	6.91	6.74	0	0	5.37	2.75	120700.89	6.36	1.35	55853.48	6.37	1.27	52669.87
601.33	4.93	0	6.27	6.66	0	0	5.46	2.97	128494.75	6.36	1.35	55657.84	6.35	1.26	51917.79
602.92	4.91	0	5.84	6.59	0	0	5.61	3.21	136157.04	6.36	1.34	55282.96	6.33	1.24	51225.58
604.52	4.9	0	5.4	6.52	0	0	5.85	3.45	142810.33	6.36	1.33	54694.66	6.3	1.23	50588.73
606.11	4.89	0	5.18	6.45	0	0	6.19	3.67	147119.32	6.36	1.32	53885.99	6.28	1.21	50003.99
607.7	4.87	0	4.76	6.39	0	0	6.63	3.81	147395.73	6.35	1.3	52884.7	6.26	1.2	49467.18
609.3	4.86	0	4.33	6.34	0	0	7.17	3.81	142083.48	6.34	1.27	51754.15	6.24	1.19	48975.02
610.89	4.85	0	4.11	6.29	0	0	7.71	3.62	130618.18	6.32	1.24	50583.65	6.23	1.18	48524.54
612.48	4.84	0	3.69	6.24	0	0	8.17	3.24	114141.1	6.3	1.22	49476.26	6.21	1.17	48112.49
614.08	4.82	0	3.48	6.19	0	0	8.47	2.74	95245.75	6.26	1.19	48533.41	6.19	1.17	47736.14
615.67	4.81	0	3.27	6.15	0	0	8.59	2.22	76766.86	6.22	1.17	47844.07	6.17	1.16	47392.78
617.26	4.8	0	2.85	6.11	0	0	8.55	1.75	60635.76	6.18	1.16	47479.71	6.16	1.15	47079.27
618.86	4.79	0	2.64	6.07	0	0	8.42	1.36	47600.92	6.12	1.16	47494.72	6.14	1.15	46793.16
620.45	4.78	0	2.43	6.04	0	0	8.24	1.07	37578.31	6.07	1.17	47930.33	6.12	1.14	46531.62
622.04	4.77	0	2.22	6	0	0	8.05	0.85	30102.38	6.01	1.19	48820.28	6.11	1.14	46291.43
623.64	4.76	0	2.02	5.97	0	0	7.86	0.69	24627.25	5.95	1.22	50196.72	6.09	1.13	46069.78
625.23	4.75	0	1.81	5.94	0	0	7.68	0.57	20664.12	5.9	1.27	52093.73	6.08	1.13	45863.12
626.83	4.74	0	1.6	5.91	0	0	7.52	0.49	17820.76	5.84	1.32	54551.86	6.07	1.13	45668.55
628.42	4.73	0	1.4	5.88	0	0	7.38	0.43	15799.09	5.79	1.4	57616.84	6.05	1.12	45482.17
630.01	4.72	0	1.4	5.85	0	0	7.25	0.39	14378.85	5.75	1.49	61338.29	6.04	1.12	45300.91
631.61	4.71	0	1.19	5.82	0	0	7.13	0.36	13398.51	5.72	1.6	65759.8	6.03	1.12	45121.37
633.2	4.7	0	0.99	5.8	0	0	7.03	0.34	12740.64	5.7	1.73	70900.9	6.02	1.12	44940.74
634.79	4.69	0	0.99	5.77	0	0	6.94	0.33	12319.67	5.71	1.88	76720.93	6.01	1.11	44757.26
636.39	4.68	0	0.79	5.75	0	0	6.86	0.32	12072.6	5.76	2.05	83054.07	5.99	1.11	44570.56
637.98	4.67	0	0.79	5.72	0	0	6.79	0.32	11952.82	5.85	2.24	89546.42	5.98	1.11	44382.81
639.57	4.67	0	0.59	5.7	0	0	6.73	0.31	11872.95	6	2.43	95551.61	5.97	1.1	44199.75
641.17	4.66	0	0.59	5.68	0	0	6.67	0.31	11789.15	6.23	2.6	100073.61	5.95	1.1	44031.49
642.76	4.65	0	0.39	5.66	0	0	6.62	0.31	11702.64	6.54	2.72	101867.63	5.93	1.1	43895.38
644.35	4.64	0	0.39	5.64	0	0	6.57	0.31	11614.22	6.9	2.74	99808.45	5.91	1.1	43815.89
645.95	4.63	0	0.39	5.62	0	0	6.53	0.3	11524.48	7.28	2.63	93470.13	5.89	1.1	43827.05
647.54	4.63	0	0.19	5.6	0	0	6.49	0.3	11433.64	7.61	2.4	83534.48	5.86	1.1	43972.48
649.13	4.62	0	0.19	5.58	0	0	6.45	0.3	11342.08	7.84	2.09	71588.55	5.83	1.11	44305.34
650.73	4.61	0	0.19	5.56	0	0	6.41	0.3	11250	7.96	1.75	59403.16	5.8	1.12	44885.3
652.32	4.61	0	0.19	5.54	0	0	6.38	0.29	11157.61	7.98	1.42	48278.48	5.77	1.15	45775.68
653.91	4.6	0	0	5.53	0	0	6.35	0.29	11065.28	7.92	1.14	38841.46	5.73	1.18	47037.41
655.51	4.59	0	0	5.51	0	0	6.32	0.29	10973.01	7.83	0.91	31196.16	5.7	1.22	48721.65
657.1	4.58	0	0	5.49	0	0	6.29	0.29	10880.81	7.71	0.73	25169.51	5.67	1.27	50863.21
658.69	4.58	0	0	5.48	0	0	6.26	0.28	10789.05	7.59	0.59	20488.96	5.65	1.34	53471.38
660.28	4.57	0	0	5.46	0	0	6.23	0.28	10697.55	7.47	0.49	16879.25	5.64	1.42	56521.04
661.88	4.57	0	0	5.45	0	0	6.21	0.28	10606.49	7.36	0.4	14101.42	5.64	1.51	59944.27
663.47	4.56	0	0	5.43	0	0	6.19	0.28	10516.06	7.26	0.34	11963.1	5.67	1.61	63573.63
665.06	4.55	0	0	5.42	0	0	6.16	0.27	10426.06	7.16	0.29	10314.01	5.71	1.72	67145.18
666.66	4.55	0	0	5.4	0	0	6.14	0.27	10336.68	7.07	0.26	9039.81	5.79	1.82	70450.63
668.25	4.54	0	0	5.39	0	0	6.12	0.27	10248.09	6.99	0.23	8053.57	5.89	1.91	73224.69
669.84	4.53	0	0	5.38	0	0	6.1	0.27	10159.94	6.92	0.2	7289.64	6.03	1.99	75161.46
671.44	4.53	0	0	5.36	0	0	6.08	0.27	10072.57	6.85	0.19	6697.96	6.19	2.05	75957.07
673.03	4.52	0	0	5.35	0	0	6.06	0.26	9986	6.79	0.17	6240.53	6.36	2.06	75373.46
674.62	4.52	0	0	5.34	0	0	6.04	0.26	9900.2	6.73	0.16	5888.64	6.55	2.04	73305.18
676.22	4.51	0	0	5.33	0	0	6.02	0.26	9815	6.68	0.16	5619.43	6.73	1.97	69822.62
677.81	4.51	0	0	5.32	0	0	6	0.26	9730.75	6.63	0.15	5416.01	6.89	1.86	65168.76
679.4	4.5	0	0	5.3	0	0	5.99	0.26	9647.09	6.58	0.15	5264.4	7.02	1.72	59706.61
680.99	4.5	0	0	5.29	0	0	5.97	0.25	9564.37	6.54	0.14	5154.66	7.12	1.57	53837.69
682.59	4.49	0	0	5.28	0	0	5.95	0.25	9482.22	6.5	0.14	5077.83	7.18	1.4	47925.83
684.18	4.49	0	0	5.27	0	0	5.94	0.25	9401	6.47	0.14	5027.62	7.21	1.24	42250.87
685.77	4.48	0	0	5.26	0	0	5.92	0.25	9320.71	6.43	0.14	4989	7.21	1.09	36994.96
687.36	4.48	0	0	5.25	0	0	5.91	0.25	9240.98	6.4	0.14	4950.39	7.19	0.95	32251.92
688.96	4.47	0	0	5.24	0	0	5.89	0.24	9162.16	6.37	0.14	4911.58	7.16	0.82	28050.99
690.55	4.47	0	0	5.23	0	0	5.88	0.24	9084.07	6.34	0.13	4872.96	7.11	0.72	24376.81
692.14	4.46	0	0	5.22	0	0	5.87	0.24	9006.89	6.32	0.13	4834.33	7.06	0.62	21190.12
693.74	4.46	0	0	5.21	0	0	5.85	0.24	8930.42	6.29	0.13	4796.06	7	0.54	18440.13
695.33	4.45	0	0	5.2	0	0	5.84	0.24	8854.67	6.27	0.13	4757.79	6.95	0.47	16073.04
696.92	4.45	0	0	5.19	0	0	5.83	0.24	8779.79	6.25	0.13	4719.87	6.89	0.41	14037
698.51	4.44	0	0	5.18	0	0	5.82	0.23	8705.81	6.22	0.13	4682.13	6.83	0.36	12284.78
700.1	4.44	0	0	5.17	0	0	5.8	0.23	8632.34	6.2	0.13	4644.55	6.78	0.31	10774.77
701.7	4.43	0	0	5.16	0	0	5.79	0.23	8559.74	6.18	0.13	4607.51	6.72	0.27	9470.75
703.29	4.43	0	0	5.15	0	0	5.78	0.23	8488.01	6.16	0.13	4570.63	6.67	0.24	8341.85
704.88	4.43	0	0	5.14	0	0	5.77	0.23	8416.96	6.14	0.13	4534.1	6.62	0.21	7361.92
706.47	4.42	0	0	5.14	0	0	5.76	0.23	8346.58	6.13	0.13	4497.91	6.58	0.19	6509.14
708.07	4.42	0	0	5.13	0	0	5.75	0.22	8277.06	6.11	0.12	4462.07	6.53	0.17	5764.73
709.66	4.41	0	0	5.12	0	0	5.73	0.22	8208.2	6.09	0.12	4426.56	6.49	0.15	5112.9
711.25	4.41	0	0	5.11	0	0	5.72	0.22	8140.18	6.07	0.12	4391.38	6.45	0.13	4540.85
